|World0|Quiz0|Question0|Choice1|Conduct acceptance test|1|False|0|False|
|World0|Quiz0|Question0|Choice2|Monitor installation|2|False|0|False|
|World0|Quiz0|Question0|Choice3|Define the problem scope|3|True|0|True|
|World0|Quiz0|Question1|Choice1|Identifying possible software stakeholders|1|False|0|False|
|World0|Quiz0|Question1|Choice2|Classifying the voices of the customer|2|False|0|False|
|World0|Quiz0|Question1|Choice3|Testing the software system using black-box testing|3|True|0|True|
|World0|Quiz0|Question2|Choice1|state system behavior under certain conditions|1|True|0|True|
|World0|Quiz0|Question2|Choice2|describe how well the system must function|2|False|0|False|
|World0|Quiz0|Question2|Choice3|describe the properties(criteria, quality attributes)the system must have|3|False|0|False|
|World0|Quiz0|Question3|Choice1|Elicitation of stakeholder requirements|1|False|0|False|
|World0|Quiz0|Question3|Choice2|Implementation of stakeholder requirements|2|True|0|True|
|World0|Quiz0|Question3|Choice3|Specification of stakeholder requirements|3|False|0|False|
|World0|Quiz0|Question4|Choice1|Marketing skills and analytical skills|1|False|0|False|
|World0|Quiz0|Question4|Choice2|Testing skills and listening skills|2|False|0|False|
|World0|Quiz0|Question4|Choice3|Interviewing skills  and writing skills|3|True|0|True|
|World0|Quiz0|Question5|Choice1|Task analysis and software architecture design|1|False|0|False|
|World0|Quiz0|Question5|Choice2|Examine documents and interview stakeholders|2|True|0|True|
|World0|Quiz0|Question5|Choice3|Software maintenance and prototyping|3|False|0|False|
|World0|Quiz0|Question6|Choice1|Model possible statuses of an object in the system|1|True|0|True|
|World0|Quiz0|Question6|Choice2|Find missing or incorrect requirements early|2|False|0|False|
|World0|Quiz0|Question6|Choice3|Define user back-out and cancellation routes|3|False|0|False|
|World0|Quiz0|Question7|Choice1|Correct, feasible and ambiguous|1|False|0|False|
|World0|Quiz0|Question7|Choice2|Necessary, inconsistent and traceable|2|False|0|False|
|World0|Quiz0|Question7|Choice3|Complete, modifiable and verifiable|3|True|0|True|
|World0|Quiz0|Question8|Choice1|Use case diagram|1|False|0|False|
|World0|Quiz0|Question8|Choice2|Scheduling diagram|2|True|0|True|
|World0|Quiz0|Question8|Choice3|System architecture diagram|3|False|0|False|
|World0|Quiz0|Question9|Choice1|Unrealistic goals and objectives|1|False|0|False|
|World0|Quiz0|Question9|Choice2|Management and control problems|2|False|0|False|
|World0|Quiz0|Question9|Choice3|1 and 2|3|True|0|True|
|World0|Quiz0|Question10|Choice1|True|1|False|0|False|
|World0|Quiz0|Question10|Choice2|False|2|True|0|True|
|World0|Quiz0|Question10|Choice3|Not sure|3|False|0|False|
|World0|Quiz0|Question11|Choice1|same, same|1|True|0|True|
|World0|Quiz0|Question11|Choice2|same, different|2|False|0|False|
|World0|Quiz0|Question11|Choice3|different, same|3|False|0|False|
|World0|Quiz0|Question12|Choice1|developers|1|False|0|False|
|World0|Quiz0|Question12|Choice2|liaison people|2|True|0|True|
|World0|Quiz0|Question12|Choice3|consultants|3|False|0|False|
|World0|Quiz0|Question13|Choice1|Problem scope|1|False|0|False|
|World0|Quiz0|Question13|Choice2|Requirements|2|False|0|False|
|World0|Quiz0|Question13|Choice3|1 and 2|3|True|0|True|
|World0|Quiz0|Question14|Choice1|True|1|True|0|True|
|World0|Quiz0|Question14|Choice2|False|2|False|0|False|
|World0|Quiz0|Question14|Choice3|Not sure|3|False|0|False|
|World0|Quiz1|Question0|Choice1|Developers and liaison people|1|False|0|False|
|World0|Quiz1|Question0|Choice2|Management and consultants|2|False|0|False|
|World0|Quiz1|Question0|Choice3|1 and 2|3|True|0|True|
|World0|Quiz1|Question1|Choice1|WBS cannot be obtained through divide and conquer|1|True|0|True|
|World0|Quiz1|Question1|Choice2|WBS can be derived from statement of work (project scope).|2|False|0|False|
|World0|Quiz1|Question1|Choice3|WBS decomposes along functional, subsystem or geographical lines.|3|False|0|False|
|World0|Quiz1|Question2|Choice1|WBS elements|1|False|0|False|
|World0|Quiz1|Question2|Choice2|Dependencies between WBS elements|2|False|0|False|
|World0|Quiz1|Question2|Choice3|1 and 2|3|True|0|True|
|World0|Quiz1|Question3|Choice1|WBS elements|1|True|0|True|
|World0|Quiz1|Question3|Choice2|design|2|False|0|False|
|World0|Quiz1|Question3|Choice3|testing methods|3|False|0|False|
|World0|Quiz1|Question4|Choice1|a sequence of activities that you can delay and still finish the project in the shortest time possible|1|False|0|False|
|World0|Quiz1|Question4|Choice2|a sequence of activities that take the longest time to complete|2|True|0|True|
|World0|Quiz1|Question4|Choice3|1 and 2|3|False|0|False|
|World0|Quiz1|Question5|Choice1|minimum, shortest|1|False|0|False|
|World0|Quiz1|Question5|Choice2|maximum, shortest|2|True|0|True|
|World0|Quiz1|Question5|Choice3|maximum, longest|3|False|0|False|
|World0|Quiz1|Question6|Choice1|the latest date you can start an activity and still finish the project in the shortest time|1|False|0|False|
|World0|Quiz1|Question6|Choice2|the earliest date you can finish an activity|2|False|0|False|
|World0|Quiz1|Question6|Choice3|the earliest date you can start an activity|3|True|0|True|
